name,ra,dec,wavelength,receiver,flux_jy,usable_configs,usable_A,usable_B,usable_C,usable_D,cfg_A,cfg_B,cfg_C,cfg_D
2236+284,22h36m22.470860s,"28d28'57.413290""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2236+284,22h36m22.470860s,"28d28'57.413290""",2cm,U,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2236-145,22h36m34.087168s,"-14d33'22.189590""",6cm,C,0.84,"A,B,C,D",True,True,True,True,P,P,P,P
2236-145,22h36m34.087168s,"-14d33'22.189590""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
2241+098,22h41m49.717334s,"09d53'52.445290""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2241+098,22h41m49.717334s,"09d53'52.445290""",3.7cm,X,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
2246-121,22h46m18.231976s,"-12d06'51.277340""",20cm,L,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
2246-121,22h46m18.231976s,"-12d06'51.277340""",6cm,C,2.8,"A,B,C,D",True,True,True,True,P,P,P,P
2246-121,22h46m18.231976s,"-12d06'51.277340""",3.7cm,X,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
2246-121,22h46m18.231976s,"-12d06'51.277340""",2cm,U,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
2248-325,22h48m38.685732s,"-32d35'52.187830""",20cm,L,1.7,"A,B",True,True,False,False,P,P,S,X
2248-325,22h48m38.685732s,"-32d35'52.187830""",6cm,C,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
2248-325,22h48m38.685732s,"-32d35'52.187830""",3.7cm,X,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
2250+143,22h50m25.5400s,"14d19'50.600""",6cm,C,1.15,"C,D",False,False,True,True,X,S,P,P
2250+143,22h50m25.5400s,"14d19'50.600""",3.7cm,X,0.78,D,False,False,False,True,X,X,S,P
2251+188,22h51m34.7386s,"18d48'40.145""",6cm,C,0.75,D,False,False,False,True,X,X,S,P
2253+161,22h53m57.747932s,"16d08'53.560890""",6cm,C,10.0,"A,B",True,True,False,False,P,P,S,S
2253+161,22h53m57.747932s,"16d08'53.560890""",3.7cm,X,10.9,"A,B,C,D",True,True,True,True,P,P,P,P
2253+161,22h53m57.747932s,"16d08'53.560890""",2cm,U,15.0,"A,B,C,D",True,True,True,True,P,P,P,P
2254+247,22h54m09.341903s,"24d45'23.422800""",20cm,L,1.84,"A,B,C,D",True,True,True,True,P,P,P,P
2254+247,22h54m09.341903s,"24d45'23.422800""",6cm,C,0.8,"B,C,D",False,True,True,True,S,P,P,P
2254+247,22h54m09.341903s,"24d45'23.422800""",3.7cm,X,0.59,"C,D",False,False,True,True,X,S,P,P
2255+132,22h55m03.7290s,"13d13'33.010""",20cm,L,2.8,"C,D",False,False,True,True,X,X,P,P
2255+420,22h55m36.707856s,"42d02'52.532810""",6cm,C,1.0,"A,B",True,True,False,False,P,P,S,S
2255+420,22h55m36.707856s,"42d02'52.532810""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2257-364,22h57m10.6141s,"-36d27'43.710""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
2257-364,22h57m10.6141s,"-36d27'43.710""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2257+419,22h57m22.072903s,"41d54'16.530910""",6cm,C,1.05,"A,B,C,D",True,True,True,True,P,P,P,P
2257+419,22h57m22.072903s,"41d54'16.530910""",3.7cm,X,0.75,"A,B,C,D",True,True,True,True,P,P,P,P
2258-279,22h58m05.962888s,"-27d58'21.256750""",6cm,C,1.7,"A,B,C,D",True,True,True,True,P,P,P,P
2258-279,22h58m05.962888s,"-27d58'21.256750""",3.7cm,X,3.75,"A,B,C,D",True,True,True,True,P,P,P,P
2258-279,22h58m05.962888s,"-27d58'21.256750""",2cm,U,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
2300+169,23h00m42.9941s,"16d55'14.401""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
2302-373,23h02m23.890588s,"-37d18'06.842000""",20cm,L,2.6,"C,D",False,False,True,True,X,S,P,P
2314-449,23h14m09.382807s,"-44d55'49.237720""",20cm,L,2.35,"A,B,C",True,True,True,False,P,P,P,S
2314-449,23h14m09.382807s,"-44d55'49.237720""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2314-449,23h14m09.382807s,"-44d55'49.237720""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2314-316,23h14m48.500631s,"-31d38'39.526510""",20cm,L,0.82,"A,B",True,True,False,False,P,P,S,X
2316+040,23h16m35.2098s,"04d05'18.148""",20cm,L,4.3,D,False,False,False,True,X,X,X,P
2320+052,23h20m44.856598s,"05d13'49.952660""",3.7cm,X,1.15,"A,B,C,D",True,True,True,True,P,P,P,P
2320+052,23h20m44.856598s,"05d13'49.952660""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2321-163,23h21m01.9589s,"-16d23'05.187""",20cm,L,2.2,"C,D",False,False,True,True,X,X,P,P
2322+509,23h22m25.982159s,"50d57'51.963710""",3.7cm,X,1.6,A,True,False,False,False,P,S,S,S
2323-032,23h23m31.953757s,"-03d17'05.023800""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
2323-032,23h23m31.953757s,"-03d17'05.023800""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2324-372,23h24m07.1120s,"-37d14'22.424""",3.7cm,X,0.78,"A,B,C,D",True,True,True,True,P,P,P,P
2327+096,23h27m33.580579s,"09d40'09.462780""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2327-147,23h27m47.964268s,"-14d47'55.750680""",3.7cm,X,0.75,"C,D",False,False,True,True,X,S,P,P
2330+110,23h30m40.852257s,"11d00'18.709840""",20cm,L,1.1,"A,B",True,True,False,False,P,P,S,S
2330+110,23h30m40.852257s,"11d00'18.709840""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2330+110,23h30m40.852257s,"11d00'18.709840""",3.7cm,X,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2331-159,23h31m38.652436s,"-15d56'57.009520""",6cm,C,0.8,"A,B",True,True,False,False,P,P,S,S
2331-159,23h31m38.652436s,"-15d56'57.009520""",3.7cm,X,1.53,"A,B,C,D",True,True,True,True,P,P,P,P
2333+390,23h33m02.533406s,"39d01'12.048840""",20cm,L,0.87,"A,B",True,True,False,False,P,P,S,X
2333-237,23h33m55.237807s,"-23d43'40.657990""",20cm,L,1.0,"A,B",True,True,False,False,P,P,S,X
2333-237,23h33m55.237807s,"-23d43'40.657990""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2333-237,23h33m55.237807s,"-23d43'40.657990""",3.7cm,X,0.98,"A,B,C,D",True,True,True,True,P,P,P,P
2334+076,23h34m12.828194s,"07d36'27.552040""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2340+266,23h40m29.029462s,"26d41'56.804850""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2340+266,23h40m29.029462s,"26d41'56.804850""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
2341-351,23h41m45.8910s,"-35d06'22.130""",20cm,L,1.8,"C,D",False,False,True,True,X,S,P,P
2344+824,23h44m03.7718s,"82d26'40.401""",20cm,L,3.79,"A,B,C,D",True,True,True,True,P,P,P,P
2344+824,23h44m03.7718s,"82d26'40.401""",6cm,C,1.34,"B,C,D",False,True,True,True,S,P,P,P
2344+824,23h44m03.7718s,"82d26'40.401""",3.7cm,X,0.75,"C,D",False,False,True,True,S,S,P,P
2346+095,23h46m36.838558s,"09d30'45.514970""",3.7cm,X,1.15,"C,D",False,False,True,True,X,S,P,P
2348-165,23h48m02.608516s,"-16d31'12.022020""",6cm,C,1.9,"A,B,C,D",True,True,True,True,P,P,P,P
2348-165,23h48m02.608516s,"-16d31'12.022020""",3.7cm,X,1.95,"A,B,C,D",True,True,True,True,P,P,P,P
2348-165,23h48m02.608516s,"-16d31'12.022020""",2cm,U,1.8,"A,B,C,D",True,True,True,True,P,P,P,P
2350+646,23h50m54.9176s,"64d40'17.830""",20cm,L,5.03,"C,D",False,False,True,True,X,S,P,P
2354+458,23h54m21.680266s,"45d53'04.236530""",6cm,C,0.96,D,False,False,False,True,X,X,S,P
2354-152,23h54m30.195190s,"-15d13'11.213010""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
2354-152,23h54m30.195190s,"-15d13'11.213010""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
2355+498,23h55m09.458169s,"49d50'08.340000""",20cm,L,2.36,"A,B,C,D",True,True,True,True,P,P,P,P
2355+498,23h55m09.458169s,"49d50'08.340000""",6cm,C,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
2355+498,23h55m09.458169s,"49d50'08.340000""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2357-114,23h57m31.197570s,"-11d25'39.176340""",20cm,L,1.8,"A,B",True,True,False,False,P,P,S,X
2357-114,23h57m31.197570s,"-11d25'39.176340""",6cm,C,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2357-114,23h57m31.197570s,"-11d25'39.176340""",3.7cm,X,1.25,"A,B,C,D",True,True,True,True,P,P,P,P
2358-103,23h58m10.882409s,"-10d20'08.611260""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2358-103,23h58m10.882409s,"-10d20'08.611260""",3.7cm,X,1.18,"A,B,C,D",True,True,True,True,P,P,P,P
2358-103,23h58m10.882409s,"-10d20'08.611260""",2cm,U,1.15,"A,B,C,D",True,True,True,True,P,P,P,P
2359-315,23h59m35.4940s,"-31d33'43.820""",6cm,C,0.83,"A,B,C,D",True,True,True,True,P,P,P,P
2359-315,23h59m35.4940s,"-31d33'43.820""",3.7cm,X,0.94,"A,B,C,D",True,True,True,True,P,P,P,P
