name,ra,dec,band_guess,band_code,size_gb,date_utc,gain_calibrator_name,gain_onsource_min,gain_array_config,access_url
0416-209,4:16:04.359742,-20:56:27.517790,L,L,8.548473,2017-03-04,J0240-2309,6.9808333239052445,D,https://data.nrao.edu/portal/#/productViewer/17A-025.sb33362373.eb33589933.57816.935698333335
0416-188,4:16:36.544466,-18:51:08.340120,L,C S,7.984133,2022-12-12,J0416-1851,7.396666675340384,C,https://data.nrao.edu/portal/#/productViewer/22B-114.sb42825409.eb43086512.59925.16648372685
0423+418,4:23:56.009795,+41:50:02.712770,L,C KA KU S X,46.489095,2022-08-06,J0423+4150,29.418333317153156,D,https://data.nrao.edu/portal/#/productViewer/22A-169.sb42445480.eb42479744.59797.66455606482
0424+020,4:24:08.562028,+2:04:24.964950,C,C X,21.703494,2022-05-01,J2147+0929,4.105833327630535,A,https://data.nrao.edu/portal/#/productViewer/22A-449.sb41466600.eb41788357.59700.729568622686
0424+006,4:24:46.842052,+0:36:06.329830,L,L,253.848586,2019-10-16,J0239+0416,10.122499986318871,A,https://data.nrao.edu/portal/#/productViewer/19A-386.sb37365744.eb37373004.58772.39290590277
0431+206,4:31:03.762000,+20:37:34.250000,L,S,11.580457,2020-02-17,J0431+2037,2.9258333367761225,C,https://data.nrao.edu/portal/#/productViewer/20A-365.sb37903815.eb37921700.58896.986665000004
0432+416,4:32:36.502609,+41:38:28.448550,L,S,7.863193,2024-03-16,J0432+4138,9.507500032195821,C,https://data.nrao.edu/portal/#/productViewer/24A-412.sb44879786.eb45307890.60385.01687361111
0437-187,4:37:01.482736,-18:44:48.613410,C,C X,12.461686,2021-06-12,J0149+0555,3.074999980162829,C,https://data.nrao.edu/portal/#/productViewer/21A-213.sb39869337.eb39924818.59377.819371875
0447-220,4:47:37.282200,-22:03:36.805100,L,L,7.62075,2017-09-28,J0447-2203,31.914166681235656,B,https://data.nrao.edu/portal/#/productViewer/17B-329.sb34138166.eb34534856.58024.40257539352
0449+113,4:49:07.671119,+11:21:28.596620,X,X,11.843914,2019-05-17,J0713+4349,4.985833342652768,B,https://data.nrao.edu/portal/#/productViewer/19A-377.sb36539317.eb36663952.58620.720751817134
0449-391,4:49:42.259400,-39:11:09.056000,C,C L S X,48.597144,2021-01-01,J0402-3147,8.72583334101364,A,https://data.nrao.edu/portal/#/productViewer/20B-279.sb38965460.eb39209121.59215.18493018518
0453-281,4:53:14.646807,-28:07:37.327600,L,C L S X,48.597144,2021-01-01,J0402-3147,8.72583334101364,A,https://data.nrao.edu/portal/#/productViewer/20B-279.sb38965460.eb39209121.59215.18493018518
0457-234,4:57:03.179230,-23:24:52.020050,L,L S,23.904471,2017-01-14,0204-170,8.975000018253922,A,https://data.nrao.edu/portal/#/productViewer/16B-306.sb33311134.eb33323274.57767.02146015046
0459+024,4:59:52.050664,+2:29:31.176310,L,L S,16.746816,2019-09-08,J0459+0229,4.986666671466082,A,https://data.nrao.edu/portal/#/productViewer/19A-380.sb37107931.eb37213025.58734.59946233797
0508+845,5:08:42.363503,+84:32:04.544020,C,C L S X,14.102629,2022-10-22,J0508+8432,11.966666666558012,C,https://data.nrao.edu/portal/#/productViewer/22B-003.sb42772644.eb42948825.59874.28743435185
0512+152,5:12:41.012900,+15:17:23.479270,X,KU X,32.096924,2018-03-18,J0512+1517,3.9891666756011546,A,https://data.nrao.edu/portal/#/productViewer/18A-296.sb35009183.eb35228150.58195.07925738426
0512+406,5:12:52.544000,+40:41:43.603000,X,X,36.777628,2018-04-14,J0714+3534,3.406666691880673,A,https://data.nrao.edu/portal/#/productViewer/18A-299.sb35253758.eb35341601.58222.796911805555
0513-219,5:13:49.114326,-21:59:16.092020,X,KU X,16.961096,2016-10-21,J0513-2159,2.710000021615997,A,https://data.nrao.edu/portal/#/productViewer/16B-376.sb32924679.eb32962866.57682.44879466435
0521+166,5:21:09.886021,+16:38:22.051220,L,L,3.297908,2017-07-07,J0902-1415,13.464999992866069,C,https://data.nrao.edu/portal/#/productViewer/17A-296.sb33813849.eb33997674.57941.76535543981
0530-250,5:30:07.962795,-25:03:29.899590,L,C L S X,64.728233,2024-11-10,J0552+0313,10.45583330327645,A,https://data.nrao.edu/portal/#/productViewer/24B-448.sb47200992.eb47229634.60624.307026423616
0534+194,5:34:44.518300,+19:27:21.378000,L,L S,15.285195,2020-03-21,J1221+2813,5.384166652802378,C,https://data.nrao.edu/portal/#/productViewer/20A-365.sb37909536.eb37982941.58929.14514921296
0538-440,5:38:50.361551,-44:05:08.939080,L,L S,23.567661,2019-08-11,J0538-4405,7.979166659060866,A,https://data.nrao.edu/portal/#/productViewer/19A-306.sb36855961.eb37049457.58706.598288090274
0539-286,5:39:54.281429,-28:39:55.947450,C,C,5.225502,2017-11-12,J0539-2839,10.969166649738327,B,https://data.nrao.edu/portal/#/productViewer/17B-078.sb34432825.eb34684994.58069.38455575232
0541-056,5:41:38.083384,-5:41:49.428390,C,X,12.46411,2022-03-16,J0541-0541,1.9933333236258477,A,https://data.nrao.edu/portal/#/productViewer/21B-014.sb40071326.eb41709833.59654.053136180555
0555+398,5:55:30.805608,+39:48:49.165000,L,C L,13.385614,2023-05-29,J0555+3948,9.474166691070423,B,https://data.nrao.edu/portal/#/productViewer/23A-010.sb43643732.eb44028001.60093.66670934028
0559+238,5:59:32.033133,+23:53:53.926900,C,C X,47.240771,2022-07-04,J0559+2353,12.300000035902485,A,https://data.nrao.edu/portal/#/productViewer/22A-125.sb41250424.eb41918453.59764.845885
0603+219,6:03:51.557091,+21:59:37.697500,L,L,42.486836,2018-09-24,J0603+2159,6.89666667371057,D,https://data.nrao.edu/portal/#/productViewer/18A-389.sb35517192.eb35616035.58385.40196292824
0604+442,6:04:35.628762,+44:13:58.549500,C,C X,104.929457,2020-12-11,J0700+1709,12.96500003314577,A,https://data.nrao.edu/portal/#/productViewer/20B-363.sb38875430.eb39175630.59194.19829997685
0607+673,6:07:52.671622,+67:20:55.409770,C,X,21.856876,2024-03-22,J0607+6720,9.640000025974587,C,https://data.nrao.edu/portal/#/productViewer/23B-328.sb45318841.eb45319553.60391.01861103009
0608-223,6:08:59.686836,-22:20:20.955920,C,C X,10.713746,2016-12-23,J0608-2220,11.966666708467528,A,https://data.nrao.edu/portal/#/productViewer/15A-235.sb33100690.eb33101574.57745.31847357639
0609-157,6:09:40.949538,-15:42:40.672640,L,C S X,12.700298,2019-01-24,J0609-1542,5.98416666733101,C,https://data.nrao.edu/portal/#/productViewer/18B-294.sb36143931.eb36160007.58507.10122333333
0614+607,6:14:23.866195,+60:46:21.755380,L,L S,15.02913,2021-08-07,J0607+6720,5.816666674800217,C,https://data.nrao.edu/portal/#/productViewer/21A-345.sb39866146.eb40025005.59433.60344792824
0616-349,6:16:35.981384,-34:56:16.564670,L,L,8.596091,2017-07-01,J0447-2203,3.4899999923072755,C,https://data.nrao.edu/portal/#/productViewer/17A-025.sb33762109.eb33993640.57935.73936733796
0617-365,6:17:32.323928,-36:34:14.801892,L,L,15.709635,2020-01-13,J0617-3634,17.18666670494713,D,https://data.nrao.edu/portal/#/productViewer/19B-238.sb37303140.eb37695661.58861.114391192124
0624+389,6:24:19.021305,+38:56:48.735910,C,C X,25.351464,2019-04-02,J0624+3856,12.465833318419755,B,https://data.nrao.edu/portal/#/productViewer/19A-184.sb36496294.eb36547035.58575.888327569446
0629-199,6:29:23.761851,-19:59:19.723450,X,X,17.865278,2017-01-03,J0629-1959,3.9891666651237756,A,https://data.nrao.edu/portal/#/productViewer/16B-376.sb32991657.eb33144360.57756.21302466435
0632+103,6:32:15.326900,+10:22:01.676000,L,L,7.081711,2016-09-11,J0632+1022,13.214166657999158,B,https://data.nrao.edu/portal/#/productViewer/S91005.sb32550336.eb32738393.57642.57169658565
0639-337,6:39:20.904674,-33:46:00.113060,X,C X,104.702448,2022-03-05,J1051-3138,6.9808333239052445,A,https://data.nrao.edu/portal/#/productViewer/22A-133.sb41539323.eb41598115.59643.17551461805
0645+213,6:45:24.099508,+21:21:51.201600,X,Q X,126.077665,2021-10-21,J0748-1639,5.1524999749381095,B,https://data.nrao.edu/portal/#/productViewer/21B-054.sb40862009.eb40863642.59508.524218935185
0650-166,6:50:24.581852,-16:37:39.725000,C,X,9.923628,2023-02-16,J0653-0625,9.972500003641471,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43107497.eb43644877.59991.0422612963
0653-064,6:53:00.598700,-6:25:32.520000,X,X,9.923628,2023-02-16,J0653-0625,9.972500003641471,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43107497.eb43644877.59991.0422612963
0653+370,6:53:58.282842,+37:05:40.606420,C,C L S X,13.664363,2022-11-06,J0653+3705,11.30083336145617,C,https://data.nrao.edu/portal/#/productViewer/22B-003.sb42845935.eb42977367.59889.52672653935
0702+445,7:02:53.679000,+44:31:11.940000,L,L,16.42258,2020-02-05,J0702+4431,12.965000001713634,C,https://data.nrao.edu/portal/#/productViewer/20A-123.sb37724219.eb37873710.58884.05251392361
0706-231,7:06:33.478200,-23:11:37.530000,L,L X,22.736274,2020-02-28,J0706-2311,17.700833348790184,C,https://data.nrao.edu/portal/#/productViewer/SC1046.sb37887364.eb37951420.58907.12150327546
0710+475,7:10:46.104900,+47:32:11.142670,X,X,18.658208,2021-04-11,J0927+3902,5.800833333050832,D,https://data.nrao.edu/portal/#/productViewer/21A-263.sb39550910.eb39566736.59315.010009432866
0713+438,7:13:38.164129,+43:49:17.206980,L,L S,6.780064,2021-09-05,J0958+3224,9.971666674828157,C,https://data.nrao.edu/portal/#/productViewer/21A-334.sb39898070.eb40110130.59462.897265023144
0714+355,7:14:24.817480,+35:34:39.795330,L,L S,26.785712,2021-02-14,J0714+3534,7.810833295807242,A,https://data.nrao.edu/portal/#/productViewer/20B-375.sb39034288.eb39305548.59259.06824069444
0721+713,7:21:53.448459,+71:20:36.363390,X,C X,17.446703,2022-08-06,J0721+7120,3.9891666756011546,D,https://data.nrao.edu/portal/#/productViewer/22A-378.sb42365096.eb42479746.59797.7373046412
0725+144,7:25:16.807752,+14:25:13.746840,C,C L S X,65.426757,2024-11-13,J0902-1415,23.384166680043563,A,https://data.nrao.edu/portal/#/productViewer/24B-448.sb47203628.eb47255769.60627.44817962963
0725-009,7:25:50.639953,-0:54:56.544380,L,L X,11.760316,2019-08-28,J0725-0054,3.656666645547375,A,https://data.nrao.edu/portal/#/productViewer/19A-446.sb36822498.eb37137561.58723.49784350695
0726+791,7:26:11.735177,+79:11:31.016240,C,C X,16.713581,2022-08-07,J0650+6001,2.244166668970138,D,https://data.nrao.edu/portal/#/productViewer/22A-378.sb41918233.eb42482006.59798.68980806713
0729-366,7:29:05.415916,-36:39:45.240505,L,L,137.258248,2019-08-25,J0729-3639,4.039166666334495,A,https://data.nrao.edu/portal/#/productViewer/19A-386.sb37075096.eb37113323.58720.64759306713
0730-116,7:30:19.112472,-11:41:12.600480,L,S X,81.95723,2023-02-24,J0632+1022,30.484166684327647,B,https://data.nrao.edu/portal/#/productViewer/SF1100.sb43373034.eb43659814.59999.03122798611
0735-175,7:35:45.812488,-17:35:48.502230,L,S,27.782776,2025-01-27,J0735-1735,22.935833347728476,A,https://data.nrao.edu/portal/#/productViewer/24B-498.sb47373288.eb47536831.60702.1524719213
0735+331,7:35:55.566000,+33:07:09.410000,L,L,6.408326,2017-03-30,J0735+3307,4.9866666295565665,D,https://data.nrao.edu/portal/#/productViewer/16A-232.sb33463086.eb33638576.57842.948945729164
0738+177,7:38:07.393747,+17:42:18.998270,L,L,4.038004,2024-05-27,J0738+1742,10.471666645025834,B,https://data.nrao.edu/portal/#/productViewer/24A-275.sb45390411.eb46131052.60457.815201087964
0739+016,7:39:18.033894,+1:37:04.618030,L,S,7.041064,2019-01-25,J0739+0137,30.016666684532538,C,https://data.nrao.edu/portal/#/productViewer/SE0229_sb36144333_1_1.58508.145297083334
0741+312,7:41:10.703308,+31:12:00.228620,L,L,3.90857,2017-04-22,J0741+3112,7.89416664862074,D,https://data.nrao.edu/portal/#/productViewer/17A-210.sb33373364.eb33655334.57865.82736850694
0744-064,7:44:21.660500,-6:29:35.888000,L,L,14.497627,2020-02-12,J0744-0629,16.953316658036783,C,https://data.nrao.edu/portal/#/productViewer/20A-123.sb37724295.eb37907878.58891.15314925926
0745+101,7:45:33.059511,+10:11:12.692470,L,C S,14.276248,2017-05-23,J0745+1011,4.755000014556572,C,https://data.nrao.edu/portal/#/productViewer/17A-330.sb33154829.eb33797812.57896.00797175926
0745+317,7:45:41.671522,+31:42:56.615620,X,C X,15.835783,2018-03-30,J0745+3142,7.563183344900608,A,https://data.nrao.edu/portal/#/productViewer/18A-373.sb35252073.eb35252224.58207.155733645835
0745-007,7:45:54.082313,-0:44:17.539800,C,X,39.806712,2018-04-05,J0653-0625,3.674166644923389,A,https://data.nrao.edu/portal/#/productViewer/18A-299.sb35163616.eb35265184.58212.986166331015
0750+482,7:50:20.436304,+48:14:53.556410,C,C,8.104858,2021-04-20,J0750+4814,13.364150013076141,D,https://data.nrao.edu/portal/#/productViewer/20B-149.sb39581491.eb39589549.59324.919125370376
0753+538,7:53:01.384573,+53:52:59.637160,C,C,28.66316,2023-07-30,J0154+4743,4.986666660988703,A,https://data.nrao.edu/portal/#/productViewer/23A-328.sb44271770.eb44394915.60155.60467678241
0757+099,7:57:06.642936,+9:56:34.852100,C,X,24.362642,2019-08-11,J0825+0309,3.2908333372324705,A,https://data.nrao.edu/portal/#/productViewer/19A-223.sb36974694.eb37050888.58706.787770358795
0804-278,8:04:51.451191,-27:49:11.320180,X,C X,42.646032,2019-03-22,J0804-2749,4.819166626548395,B,https://data.nrao.edu/portal/#/productViewer/19A-166.sb36312986.eb36505007.58564.02488898148
0805+617,8:05:18.185100,+61:44:23.658000,X,X,10.016259,2023-02-16,J0805+6144,6.980833355337381,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43068284.eb43644881.59991.11483381945
0808-078,8:08:15.536036,-7:51:09.886340,KU,KU X,61.787994,2021-01-23,J0808-0751,9.139166716486216,A,https://data.nrao.edu/portal/#/productViewer/20B-164.sb39247910.eb39250854.59237.13490226852
0808+408,8:08:56.652038,+40:52:44.888890,X,X,18.971688,2020-05-23,J0808+4052,8.310833339346573,C,https://data.nrao.edu/portal/#/productViewer/20A-459.sb38110088.eb38217387.58992.83369413194
0811+017,8:11:26.707322,+1:46:52.220020,X,K X,33.905024,2018-12-14,J1024-0052,1.9949999812524766,C,https://data.nrao.edu/portal/#/productViewer/18B-245.sb35920965.eb36025178.58466.42656640046
0815+365,8:15:25.944824,+36:35:15.148300,X,X,25.382703,2019-08-22,J0927+3902,5.384999992093071,A,https://data.nrao.edu/portal/#/productViewer/19A-160.sb36844841.eb37104683.58717.59939425926
0818+423,8:18:15.999602,+42:22:45.414940,L,L,10.718852,2016-10-28,J0818+4222,6.481666661566123,A,https://data.nrao.edu/portal/#/productViewer/16B-238.sb32718143.eb32972456.57689.317474270836
0824+558,8:24:47.236351,+55:52:42.669380,L,L,35.25976,2018-03-20,J1150-0023,7.480000028153881,A,https://data.nrao.edu/portal/#/productViewer/18A-161.sb35160642.eb35231212.58197.119604074076
0825+031,8:25:50.338355,+3:09:24.520140,L,L,9.930928,2018-03-05,J0825+0309,6.39834996778518,A,https://data.nrao.edu/portal/#/productViewer/18A-127.sb35164053.eb35195443.58182.21449738426
0826-225,8:26:01.572909,-22:30:27.202110,L,L,97.826979,2016-10-25,J0738+1742,11.468333322554827,A,https://data.nrao.edu/portal/#/productViewer/16B-015.sb32765707.eb32969163.57686.31666494213
0832+185,8:32:16.040224,+18:32:12.133260,C,C S X,6.7595,2019-11-30,J0832+1832,3.9891666546463966,D,https://data.nrao.edu/portal/#/productViewer/19A-395.sb37534937.eb37565644.58817.52268164352
0832+492,8:32:23.216688,+49:13:21.038230,L,C S,9.003364,2019-01-14,J0832+4913,8.726666690781713,C,https://data.nrao.edu/portal/#/productViewer/18B-229.sb35968744.eb36111170.58497.14639959491
0834+555,8:34:54.904117,+55:34:21.070980,L,C S,5.523559,2019-01-10,J0834+5534,5.485000004991889,C,https://data.nrao.edu/portal/#/productViewer/18B-229.sb35974040.eb36109056.58493.30257681713
0836-202,8:36:39.215215,-20:16:59.503500,L,L,97.826979,2016-10-25,J0738+1742,11.468333322554827,A,https://data.nrao.edu/portal/#/productViewer/16B-015.sb32765707.eb32969163.57686.31666494213
0837+584,8:37:22.409733,+58:25:01.845210,C,C,68.874971,2022-07-02,J0242-2132,11.220000005559996,A,https://data.nrao.edu/portal/#/productViewer/22A-186.sb41907993.eb41914542.59762.597919039355
0837+249,8:37:40.245676,+24:54:23.121600,X,L X,22.011102,2020-07-01,J0837+2454,5.585000007413328,B,https://data.nrao.edu/portal/#/productViewer/20A-265.sb38299735.eb38424369.59031.06425008102
0839+033,8:39:49.195829,+3:19:53.858020,X,C L S X,141.799894,2016-10-31,J1407+2827,21.939999999012798,A,https://data.nrao.edu/portal/#/productViewer/16B-222.sb32765697.eb32972960.57692.51305247685
0841+708,8:41:24.365281,+70:53:42.173090,L,L,7.965089,2017-06-25,J0841+7053,8.476666674250737,C,https://data.nrao.edu/portal/#/productViewer/17A-025.sb33762282.eb33979452.57928.97739612269
0842+185,8:42:05.094180,+18:35:40.990610,L,L,3.619228,2017-03-28,J0842+1835,8.891666665440425,D,https://data.nrao.edu/portal/#/productViewer/17A-210.sb33373278.eb33635071.57840.98806701389
0846-261,8:46:00.733855,-26:10:54.155700,L,C S,13.724234,2021-10-07,J0846-2610,11.900833375984803,B,https://data.nrao.edu/portal/#/productViewer/21A-282.sb40441515.eb40524248.59494.56645186343
0854+201,8:54:48.874925,+20:06:30.640880,L,L S,5.693449,2021-07-23,J0854+2006,8.909166633384302,C,https://data.nrao.edu/portal/#/productViewer/21A-282.sb39997395.eb40006113.59418.744534259255
0902-142,9:02:16.830907,-14:15:30.875380,L,L,3.297908,2017-07-07,J0902-1415,13.464999992866069,C,https://data.nrao.edu/portal/#/productViewer/17A-296.sb33813849.eb33997674.57941.76535543981
0921-263,9:21:29.353874,-26:18:43.386040,L,C S,14.784338,2021-10-02,J0921-2618,11.93333336734213,B,https://data.nrao.edu/portal/#/productViewer/21A-282.sb40441786.eb40485330.59489.64181988426
0921+622,9:21:36.231054,+62:15:52.180350,L,C L,7.144616,2019-04-13,J0921+6215,5.484166655223817,B,https://data.nrao.edu/portal/#/productViewer/19A-425.sb36426446.eb36576578.58586.33166789352
0925+003,9:25:07.815028,+0:19:13.933410,L,S,4.70784,2024-12-01,J0925+0019,6.482500032288954,A,https://data.nrao.edu/portal/#/productViewer/24B-293.sb46714680.eb47329832.60645.32566133102
0927-205,9:27:51.824323,-20:34:51.232660,C,C X,39.511668,2019-09-17,0927-205,5.512499981559813,A,https://data.nrao.edu/portal/#/productViewer/SB072.sb37189098.eb37264877.58743.69841966435
0943-083,9:43:36.944364,-8:19:30.812400,L,L,5.224599,2021-04-17,J0943-0819,19.945000007282943,D,https://data.nrao.edu/portal/#/productViewer/21A-386.sb39511611.eb39580570.59321.03600622685
0948+406,9:48:55.338145,+40:39:44.587190,C,C,9.967631,2017-11-03,J0948+4039,8.227499997010455,B,https://data.nrao.edu/portal/#/productViewer/17B-197.sb34259165.eb34650071.58060.77420858796
0949+662,9:49:12.210000,+66:14:59.321000,L,L S,13.64031,2021-03-24,J0949+6614,19.944166678469628,D,https://data.nrao.edu/portal/#/productViewer/21A-315.sb39406850.eb39523787.59297.08140472222
0954+745,9:54:47.442098,+74:35:57.145440,L,L,21.453796,2021-02-13,J0954+7435,10.969166681170464,A,https://data.nrao.edu/portal/#/productViewer/20B-138.sb38772064.eb39305542.59258.85664550926
0954+177,9:54:56.823626,+17:43:31.222420,L,L,14.988995,2018-04-07,J0954+1743,8.144183376571164,A,https://data.nrao.edu/portal/#/productViewer/18A-127.sb35164343.eb35282302.58215.130260729165
0956+252,9:56:49.875361,+25:15:16.049770,L,L,4.351366,2024-06-19,J0956+2515,9.473333320347592,B,https://data.nrao.edu/portal/#/productViewer/24A-275.sb45389792.eb46170637.60480.04546540509
0958+474,9:58:19.671648,+47:25:07.842500,X,C X,8.882293,2020-04-22,J0958+4725,4.48750001960434,C,https://data.nrao.edu/portal/#/productViewer/20A-392.sb38043692.eb38043835.58961.95115936342
0958+655,9:58:47.245101,+65:33:54.818060,X,KA X,4.502563,2019-12-10,J0958+6533 CG,1.994166683871299,D,https://data.nrao.edu/portal/#/productViewer/19B-196.sb37403057.eb37578130.58827.34309657407
1006+349,10:06:01.750000,+34:54:10.400000,L,S,3.708305,2024-02-23,J1006+3454,3.656666656024754,C,https://data.nrao.edu/portal/#/productViewer/24A-164.sb45219943.eb45278280.60363.50562447916
1008+075,10:08:00.016000,+7:30:16.552000,L,L,2.323126,2022-09-02,J1008+0730,18.449166698846966,D,https://data.nrao.edu/portal/#/productViewer/22A-099.sb42368485.eb42568846.59824.70339501157
1010+828,10:10:15.783046,+82:50:14.384080,C,C,48.687927,2025-01-23,J0854+2006,13.280000011436641,A,https://data.nrao.edu/portal/#/productViewer/24B-010.sb47389214.eb47520676.60698.14580670139
1013+248,10:13:53.428737,+24:49:16.441100,C,C X,7.290859,2023-11-10,J1013+2449_X,7.910833319183439,D,https://data.nrao.edu/portal/#/productViewer/23B-010.sb44639066.eb44793969.60258.44113553241
1014+230,10:14:47.065445,+23:01:16.570910,C,C L S X,86.244865,2024-11-09,J1033+4116,11.219166676746681,A,https://data.nrao.edu/portal/#/productViewer/24B-448.sb47189163.eb47228666.60623.681308009254
1016+206,10:16:44.322063,+20:37:47.305260,C,C,10.925944,2017-09-02,J1016+2037,8.227500007487833,B,https://data.nrao.edu/portal/#/productViewer/17B-197.sb34262644.eb34312841.57998.74707189815
1018-317,10:18:09.267500,-31:44:13.983000,L,C L,12.176663,2018-12-16,J1018-3144,18.783333386527374,C,https://data.nrao.edu/portal/#/productViewer/18B-274.sb35645239.eb36033456.58468.430235567124
1018+357,10:18:10.988079,+35:42:39.441310,C,C,23.453775,2020-08-25,J1018+3542,10.65500000026077,B,https://data.nrao.edu/portal/#/productViewer/20A-182.sb38293767.eb38598241.59086.658039016205
1024-008,10:24:29.586611,-0:52:55.497850,L,L,3.770696,2016-12-06,J1024-0052,7.480833336012438,A,https://data.nrao.edu/portal/#/productViewer/16B-370.sb33055227.eb33063422.57728.430986666666
1033+412,10:33:03.707841,+41:16:06.232970,L,L,10.185285,2023-08-10,J1033+4116,3.4900000237394124,A,https://data.nrao.edu/portal/#/productViewer/23A-232.sb44373460.eb44412470.60166.94868986111
1033+395,10:33:22.060988,+39:35:51.083370,X,X,14.901209,2019-08-08,J1033+3935,4.65416667284444,A,https://data.nrao.edu/portal/#/productViewer/19A-223.sb36952012.eb37038872.58703.076421817124
1035+564,10:35:07.039900,+56:28:46.792000,L,L,3.312432,2017-06-11,J1035+5628,12.465816638432443,C,https://data.nrao.edu/portal/#/productViewer/17A-296.sb33813768.eb33916632.57915.92144484953
1037-295,10:37:16.079734,-29:34:02.813220,L,C L S,50.441464,2022-06-19,J1037-2934,19.780000011669472,A,https://data.nrao.edu/portal/#/productViewer/22A-233.sb41302011.eb41863981.59748.990776597224
1044+809,10:44:23.062554,+80:54:39.443030,C,C,13.353856,2024-01-24,J1044+8054,14.825833310605958,C,https://data.nrao.edu/portal/#/productViewer/23B-041.sb44952728.eb45179764.60333.33735652777
1048-191,10:48:06.620606,-19:09:35.726950,C,C KU X,42.298563,2018-03-24,J1048-1909,6.980833334382623,A,https://data.nrao.edu/portal/#/productViewer/18A-357.sb34822514.eb35249699.58201.15133572917
1048+717,10:48:27.619917,+71:43:35.938280,C,X,4.143998,2020-10-04,J1048+7143,9.93916669394821,B,https://data.nrao.edu/portal/#/productViewer/20B-419.sb38674992.eb38690358.59126.65823767361
1051-316,10:51:04.777538,-31:38:14.307410,X,X,0.263777,2016-11-17,J1051-3138,4.985833332175389,A,https://data.nrao.edu/portal/#/productViewer/16B-069_sb32991151_1.57709.66087045139
1051+213,10:51:48.789073,+21:19:52.314110,C,C K X,1.429079,2019-11-19,J1125+2610,8.475833314005286,D,https://data.nrao.edu/portal/#/productViewer/18B-316.sb37532172.eb37535740_000.58806.759674016204
1056+701,10:56:53.617492,+70:11:45.915850,C,X,3.664517,2021-11-02,J1056+7011,10.47083331621252,B,https://data.nrao.edu/portal/#/productViewer/21B-358.sb40926235.eb40941793.59520.526829814815
1057-245,10:57:55.410047,-24:33:48.871750,L,L S,7.905568,2017-08-25,J1057-2433,11.967500016326085,C,https://data.nrao.edu/portal/#/productViewer/17B-388.sb34154645.eb34218619.57990.749118611115
1102+279,11:02:14.288458,+27:57:08.689940,C,C,20.088415,2023-09-09,J1102+2757,5.485833354759961,A,https://data.nrao.edu/portal/#/productViewer/23A-361.sb44228261.eb44512568.60196.71140251157
1107-448,11:07:08.694135,-44:49:07.618440,L,C L S X,35.704374,2021-01-13,J1051-3138,17.719166656024754,A,https://data.nrao.edu/portal/#/productViewer/20B-279.sb38962541.eb39226421.59227.371340300924
1109+377,11:09:28.871800,+37:44:30.924000,X,X,68.820648,2024-03-03,J1016+2037,10.05583334597759,C,https://data.nrao.edu/portal/#/productViewer/24A-309.sb45204118.eb45291971.60372.14676832176
1111+199,11:11:20.065806,+19:55:36.001090,L,L,6.436425,2019-09-06,J1111+1955,6.980000016046688,A,https://data.nrao.edu/portal/#/productViewer/19A-017.sb37095933.eb37200863.58732.74825429398
1112-219,11:12:49.848703,-21:58:29.351860,L,L S,12.488127,2019-10-15,J1112-2158,5.983333328040317,A,https://data.nrao.edu/portal/#/productViewer/19A-380.sb37144062.eb37369838.58771.75039190972
1113+147,11:13:58.695097,+14:42:26.952620,X,X,21.603483,2019-08-02,J1125+2610,4.322499992558733,A,https://data.nrao.edu/portal/#/productViewer/19A-160.sb36851282.eb36999194.58696.998375324074
1119-030,11:19:25.300000,-3:02:51.320000,L,L,4.747018,2018-10-15,J1119-0302,7.894183318130672,D,https://data.nrao.edu/portal/#/productViewer/18A-146.sb35436224.eb35644134.58406.598292361115
1122+180,11:22:29.711471,+18:05:26.343400,C,C KU X,25.398512,2023-03-07,J1122+1805,7.396666654385626,B,https://data.nrao.edu/portal/#/productViewer/20B-377.sb43675442.eb43699633.60010.20037074074
1125+261,11:25:53.711925,+26:10:19.978680,L,C KU S,2.0351,2019-08-21,J1125+2610,8.476666695205495,A,https://data.nrao.edu/portal/#/productViewer/18B-316.sb37052836.eb37095238.58716.01991565972
1130-148,11:30:07.052580,-14:49:27.388160,L,C L S X,10.426423,2018-11-21,J1130-1449,10.787499994039536,C,https://data.nrao.edu/portal/#/productViewer/18B-373.sb35864264.eb35923810.58443.637368275464
1130+382,11:30:53.282612,+38:15:18.547070,L,S,10.162558,2023-07-26,J1130+3815,3.4900000132620335,A,https://data.nrao.edu/portal/#/productViewer/23A-232.sb44373365.eb44380176.60151.03667774306
1145-228,11:45:22.046820,-22:50:31.342980,X,K KA KU X,85.18273,2022-10-10,J1039-1541,12.965833267662674,C,https://data.nrao.edu/portal/#/productViewer/22B-034.sb42820540.eb42897307.59862.601953854166
1146-247,11:46:08.103374,-24:47:32.896810,L,C L,22.641278,2019-10-04,J0943-0819,9.474166670115665,A,https://data.nrao.edu/portal/#/productViewer/19A-323.sb36251967.eb37329535.58760.750513125
1146-289,11:46:26.188639,-28:59:18.504680,C,C X,95.541678,2017-11-28,J1058+0133,5.5508332955650985,B,https://data.nrao.edu/portal/#/productViewer/17B-165.sb34219564.eb34752672.58085.55238447917
1146+399,11:46:58.297907,+39:58:34.304610,L,S,10.730743,2016-12-04,J1146+3958,4.487499988172203,A,https://data.nrao.edu/portal/#/productViewer/16B-086.sb32939000.eb33061496.57726.69281638889
